,CMC,Name,Rarity,Type_x,Card Kingdom ($),TCGPlayer ($),Face to Face ($),Cardmarket (€),Cardhoarder (Event Ticket - TIX),Salt,Decks,Inclusion,Mana Cost,Text,Stats,URL
1300,5.0,"Ich-Tekik, Salvage Splicer",U,Creature,0.35,0.11,0.18,0.12,0.04,0.2,4009.0,0.3,{4}{G},"When Ich-Tekik, Salvage Splicer enters the battlefield, create a 3/3 colorless Phyrexian Golem artifact creature token.Whenever an artifact is put into a graveyard from the battlefield, put a +1/+1 counter on Ich-Tekik and a +1/+1 counter on each Golem you control.Partner(You can have two commanders if both have partner.)",1/1,https://scryfall.com/card/cmr/233/ich-tekik-salvage-splicer
1301,6.0,Elvish Aberration,C,Creature,0.35,0.02,0.11,0.05,0.03,0.0,4008.0,0.3,{5}{G},"{T}: Add{G}{G}{G}.Forestcycling{2}({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",4/5,https://scryfall.com/card/dmr/156/elvish-aberration
1302,4.0,Fungus Sliver,R,Creature,0.59,0.34,0.26,0.27,0.02,0.3,3998.0,0.3,{3}{G},"All Sliver creatures have “Whenever this creature is dealt damage, put a +1/+1 counter on it.”(It must survive the damage to get the counter.)",2/2,https://scryfall.com/card/tsr/203/fungus-sliver
1303,1.0,Vessel of Nascency,C,Enchantment,0.35,0.14,0.11,0.09,0.03,0.0,3995.0,0.3,{G},"{1}{G}, Sacrifice Vessel of Nascency: Reveal the top four cards of your library. You may put an artifact, creature, enchantment, land, or planeswalker card from among them into your hand. Put the rest into your graveyard.",,https://scryfall.com/card/sir/224/vessel-of-nascency
1304,2.0,Plummet,C,Instant,0.35,0.01,0.11,0.02,0.03,0.07,3987.0,0.3,{1}{G},Destroy target creature with flying.,,https://scryfall.com/card/hbg/928/plummet
1305,6.0,Crash the Party,R,Instant,0.49,0.11,0.26,0.2,0.81,0.16,3986.0,0.3,{5}{G},Create a tapped 4/4 green Rhino Warrior creature token for each tapped creature you control.,,https://scryfall.com/card/ncc/57/crash-the-party
1306,3.0,Fade into Antiquity,C,Sorcery,0.35,0.01,0.11,0.04,0.03,0.09,3971.0,0.3,{2}{G},Exile target artifact or enchantment.,,https://scryfall.com/card/neo/182/fade-into-antiquity
1307,2.0,Deglamer,C,Instant,1.29,1.66,1.47,1.19,0.44,0.25,3967.0,0.3,{1}{G},Choose target artifact or enchantment. Its owner shuffles it into their library.,,https://scryfall.com/card/mor/118/deglamer
1308,3.0,Natural Affinity,R,Instant,1.29,1.03,1.1,0.33,0.02,0.93,3965.0,0.3,{2}{G},All lands become 2/2 creatures until end of turn. They’re still lands.,,https://scryfall.com/card/9ed/256/natural-affinity
1309,2.0,Fortitude,C,Enchantment,0.35,0.3,0.11,0.17,0.04,0.18,3955.0,0.3,{1}{G},"Enchant creatureSacrifice a Forest: Regenerate enchanted creature.When Fortitude is put into a graveyard from the battlefield, return Fortitude to its owner’s hand.",,https://scryfall.com/card/usg/253/fortitude
1310,6.0,Storm the Festival,R,Sorcery,1.29,0.49,1.47,0.51,1.45,0.3,3950.0,0.3,{3}{G}{G}{G},Look at the top five cards of your library. You may put up to two permanent cards with mana value 5 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.Flashback{7}{G}{G}{G}(You may cast this card from your graveyard for its flashback cost. Then exile it.),,https://scryfall.com/card/dbl/200/storm-the-festival
1311,2.0,Ulvenwald Captive,C,Creature,0.35,0.16,,0.17,0.03,0.0,3948.0,0.3,{1}{G},Defender{T}: Add{G}.{5}{G}{G}: Transform Ulvenwald Captive.,1/2,https://scryfall.com/card/sir/221/ulvenwald-captive-ulvenwald-abomination
1312,5.0,Majestic Myriarch,M,Creature,0.99,0.26,0.73,0.27,0.02,0.39,3947.0,0.3,{4}{G},"Majestic Myriarch’s power and toughness are each equal to twice the number of creatures you control.At the beginning of each combat, Majestic Myriarch gains flying until end of turn if you control a creature with flying. The same is true for first strike, double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, reach, trample, and vigilance.",*/*,https://scryfall.com/card/akr/200/majestic-myriarch
1313,7.0,Displaced Dinosaurs,U,Creature,15.99,13.33,15.47,9.85,,0.0,3945.0,0.3,{5}{G}{G},"As a historic permanent enters the battlefield under your control, it becomes a 7/7 Dinosaur creature in addition to its other types.(Artifacts, legendaries, and Sagas are historic.)",7/7,https://scryfall.com/card/who/100/displaced-dinosaurs
1314,2.0,Weird Harvest,R,Sorcery,2.29,1.76,2.2,0.35,0.02,0.45,3942.0,0.3,{X}{G}{G},"Each player may search their library for up to X creature cards, reveal those cards, put them into their hand, then shuffle.",,https://scryfall.com/card/9ed/282/weird-harvest
1315,2.0,Spellwild Ouphe,U,Creature,0.35,0.43,0.26,0.18,0.03,0.0,3941.0,0.3,{1}{G},Spells that target Spellwild Ouphe cost{2}less to cast.,1/3,https://scryfall.com/card/fut/151/spellwild-ouphe
1316,1.0,Bequeathal,C,Enchantment,0.69,0.51,0.36,0.49,0.04,0.06,3939.0,0.3,{G},"Enchant creatureWhen enchanted creature dies, you draw two cards.",,https://scryfall.com/card/exo/106/bequeathal
1317,6.0,Green Dragon,U,Creature,0.35,0.08,0.18,0.1,0.03,0.0,3938.0,0.3,{4}{G}{G},"FlyingPoison Breath— When Green Dragon enters the battlefield, until end of turn, whenever a creature an opponent controls is dealt damage, destroy it.",4/4,https://scryfall.com/card/afr/186/green-dragon
1318,2.0,Nature's Spiral,U,Sorcery,0.35,0.07,0.18,0.05,0.03,0.33,3924.0,0.3,{1}{G},Return target permanent card from your graveyard to your hand.,,https://scryfall.com/card/dom/175/natures-spiral
1319,4.0,Wolfcaller's Howl,R,Enchantment,0.59,0.33,0.55,0.29,0.92,0.0,3916.0,0.3,{3}{G},"At the beginning of your upkeep, create X 2/2 green Wolf creature tokens, where X is the number of your opponents with four or more cards in hand.",,https://scryfall.com/card/plist/1278/wolfcallers-howl
1320,5.0,Awakening of Vitu-Ghazi,R,Instant,0.49,0.17,0.26,0.17,0.02,0.4,3913.0,0.3,{3}{G}{G},Put nine +1/+1 counters on target land you control. It becomes a legendary 0/0 Elemental creature with haste named Vitu-Ghazi. It’s still a land.,,https://scryfall.com/card/war/152/awakening-of-vitu-ghazi
1321,1.0,Legolas's Quick Reflexes,R,Instant,24.99,,29.48,20.1,3.99,0.0,3897.0,0.3,{G},"Split second(As long as this spell is on the stack, players can’t cast spells or activate abilities that aren’t mana abilities.)Untap target creature. Until end of turn, it gains hexproof, reach, and “Whenever this creature becomes tapped, it deals damage equal to its power to up to one target creature.”",,https://scryfall.com/card/ltc/493/legolass-quick-reflexes
1322,3.0,Adaptive Sporesinger,C,Creature,0.35,0.02,0.11,0.08,0.03,0.18,3895.0,0.3,{2}{G},"VigilanceWhen Adaptive Sporesinger enters the battlefield, choose one —• Target creature gets +2/+2 and gains vigilance until end of turn.• Proliferate.(Choose any number of permanents and/or players, then give each another counter of each kind already there.)",2/2,https://scryfall.com/card/one/157/adaptive-sporesinger
1323,5.0,Indrik Stomphowler,U,Creature,0.35,0.03,0.18,0.06,0.03,0.0,3891.0,0.3,{4}{G},"When Indrik Stomphowler enters the battlefield, destroy target artifact or enchantment.",4/4,https://scryfall.com/card/ncc/297/indrik-stomphowler
1324,3.0,Fully Grown,C,Instant,0.35,0.03,0.11,0.12,0.03,0.0,3860.0,0.3,{2}{G},Target creature gets +3/+3 until end of turn. Put a trample counter on it.,,https://scryfall.com/card/iko/154/fully-grown
1325,5.0,Wolfir Silverheart,R,Creature,0.59,0.39,0.26,0.46,0.02,0.13,3860.0,0.3,{3}{G}{G},"Soulbond(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)As long as Wolfir Silverheart is paired with another creature, each of those creatures gets +4/+4.",4/4,https://scryfall.com/card/plist/553/wolfir-silverheart
1326,1.0,Might of Old Krosa,C,Instant,0.35,0.07,0.11,0.08,0.03,0.0,3852.0,0.2,{G},"Target creature gets +2/+2 until end of turn. If you cast this spell during your main phase, that creature gets +4/+4 until end of turn instead.",,https://scryfall.com/card/2x2/153/might-of-old-krosa
1327,7.0,Paladin of Predation,U,Creature,0.49,0.04,0.55,0.06,0.03,0.33,3842.0,0.2,{5}{G}{G},Toxic 6(Players dealt combat damage by this creature also get six poison counters.)Paladin of Predation can’t be blocked by creatures with power 2 or less.,6/7,https://scryfall.com/card/one/178/paladin-of-predation
1328,6.0,Nessian Wilds Ravager,R,Creature,0.49,0.21,0.26,0.22,0.02,0.08,3841.0,0.2,{4}{G}{G},"Tribute 6(As this creature enters the battlefield, an opponent of your choice may put six +1/+1 counters on it.)When Nessian Wilds Ravager enters the battlefield, if tribute wasn’t paid, you may have Nessian Wilds Ravager fight another target creature.(Each deals damage equal to its power to the other.)",6/6,https://scryfall.com/card/bng/129/nessian-wilds-ravager
1329,5.0,Gilt-Leaf Archdruid,R,Creature,1.29,1.07,1.47,1.11,0.02,1.17,3837.0,0.2,{3}{G}{G},"Whenever you cast a Druid spell, you may draw a card.Tap seven untapped Druids you control: Gain control of all lands target player controls.",3/3,https://scryfall.com/card/plist/785/gilt-leaf-archdruid
1330,4.0,Ambitious Dragonborn,C,Creature,0.35,0.06,0.11,0.07,,0.0,3825.0,0.2,{3}{G},"Ambitious Dragonborn enters the battlefield with X +1/+1 counters on it, where X is the greatest power among creatures you control and creature cards in your graveyard.",0/0,https://scryfall.com/card/hbg/198/ambitious-dragonborn
1331,2.0,Deeproot Wayfinder,R,Creature,0.49,0.26,0.26,0.3,0.03,0.0,3822.0,0.2,{1}{G},"Whenever Deeproot Wayfinder deals combat damage to a player or battle, surveil 1, then you may return a land card from your graveyard to the battlefield tapped.(To surveil 1, look at the top card of your library. You may put that card into your graveyard.)",2/3,https://scryfall.com/card/mom/184/deeproot-wayfinder
1332,3.0,Beneath the Sands,C,Sorcery,0.35,0.02,0.11,0.09,0.03,0.13,3819.0,0.2,{2}{G},"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.Cycling{2}({2}, Discard this card: Draw a card.)",,https://scryfall.com/card/akr/182/beneath-the-sands
1333,1.0,Portcullis Vine,C,Creature,0.35,0.01,0.11,0.02,0.03,0.08,3809.0,0.2,{G},"Defender(This creature can’t attack.){2},{T}, Sacrifice a creature with defender: Draw a card.",0/3,https://scryfall.com/card/m21/195/portcullis-vine
1334,3.0,Blinding Fog,C,Instant,0.35,0.06,0.11,0.08,0.03,0.0,3808.0,0.2,{2}{G},Prevent all damage that would be dealt to creatures this turn. Creatures you control gain hexproof until end of turn.(They can’t be the targets of spells or abilities your opponents control.),,https://scryfall.com/card/xln/177/blinding-fog
1335,4.0,Carrion Call,U,Instant,0.35,0.09,0.18,0.05,0.03,0.25,3794.0,0.2,{3}{G},Create two 1/1 green Phyrexian Insect creature tokens with infect.(They deal damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),,https://scryfall.com/card/onc/106/carrion-call
1336,2.0,Venom Connoisseur,U,Creature,0.35,0.04,0.18,0.07,0.03,0.17,3790.0,0.2,{1}{G},"Alliance— Whenever another creature enters the battlefield under your control, Venom Connoisseur gains deathtouch until end of turn. If this is the second time this ability has resolved this turn, all creatures you control gain deathtouch until end of turn.",2/2,https://scryfall.com/card/snc/161/venom-connoisseur
1337,1.0,Commune with Spirits,C,Sorcery,0.35,0.07,0.11,0.16,0.02,0.07,3780.0,0.2,{G},Look at the top four cards of your library. You may reveal an enchantment or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,,https://scryfall.com/card/neo/180/commune-with-spirits
1338,3.0,Spoils of Victory,U,Sorcery,2.49,1.49,2.94,0.91,0.04,0.0,3777.0,0.2,{2}{G},"Search your library for a Plains, Island, Swamp, Mountain, or Forest card and put that card onto the battlefield. Then shuffle.",,https://scryfall.com/card/c13/172/spoils-of-victory
1339,1.0,Pelt Collector,R,Creature,0.79,0.6,0.73,0.89,0.02,0.0,3769.0,0.2,{G},"Whenever another creature you control enters the battlefield or dies, if that creature’s power is greater than Pelt Collector’s, put a +1/+1 counter on Pelt Collector.As long as Pelt Collector has three or more +1/+1 counters on it, it has trample.",1/1,https://scryfall.com/card/grn/141/pelt-collector
1340,3.0,Glacial Revelation,U,Sorcery,0.35,0.09,0.18,0.06,0.03,0.0,3765.0,0.2,{2}{G},Reveal the top six cards of your library. You may put any number of snow permanent cards from among them into your hand. Put the rest into your graveyard.,,https://scryfall.com/card/mh1/167/glacial-revelation
1341,3.0,Band Together,C,Instant,0.35,0.02,0.11,0.06,0.03,0.0,3764.0,0.2,{2}{G},Up to two target creatures you control each deal damage equal to their power to another target creature.,,https://scryfall.com/card/j22/631/band-together
1342,2.0,Mortal's Resolve,C,Instant,0.35,0.07,0.11,0.1,0.03,0.18,3755.0,0.2,{1}{G},Target creature gets +1/+1 and gains indestructible until end of turn.(Damage and effects that say “destroy” don’t destroy it.),,https://scryfall.com/card/bng/127/mortals-resolve
1343,2.0,Boon of Boseiju,U,Instant,0.35,0.05,0.18,0.19,0.02,0.04,3751.0,0.2,{1}{G},"Target creature gets +X/+X until end of turn, where X is the greatest mana value among permanents you control. Untap it.",,https://scryfall.com/card/neo/176/boon-of-boseiju
1344,3.0,"Varis, Silverymoon Ranger",R,Creature,0.49,0.17,0.26,0.14,0.02,0.06,3748.0,0.2,{1}{G}{G},"Reach, ward{1}Whenever you cast a creature or planeswalker spell, venture into the dungeon. This ability triggers only once each turn.(To venture into the dungeon, enter the first room or advance to the next room.)Whenever you complete a dungeon, create a 2/2 green Wolf creature token.",3/3,https://scryfall.com/card/afr/209/varis-silverymoon-ranger
1345,2.0,Winds of Qal Sisma,U,Instant,0.35,0.25,0.18,0.17,0.03,0.26,3744.0,0.2,{1}{G},"Prevent all combat damage that would be dealt this turn.Ferocious— If you control a creature with power 4 or greater, instead prevent all combat damage that would be dealt this turn by creatures your opponents control.",,https://scryfall.com/card/frf/147/winds-of-qal-sisma
1346,3.0,Yavimaya Granger,C,Creature,0.39,0.33,0.36,0.15,0.04,0.0,3735.0,0.2,{2}{G},"Echo{2}{G}(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)When Yavimaya Granger enters the battlefield, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",2/2,https://scryfall.com/card/ulg/118/yavimaya-granger
1347,4.0,Briarbridge Patrol,U,Creature,0.35,0.12,0.18,0.08,0.03,0.11,3733.0,0.2,{3}{G},"Whenever Briarbridge Patrol deals damage to one or more creatures, investigate.(Create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”)At the beginning of each end step, if you sacrificed three or more Clues this turn, you may put a creature card from your hand onto the battlefield.",3/3,https://scryfall.com/card/sir/187/briarbridge-patrol
1348,3.0,Deepwood Denizen,C,Creature,0.35,0.02,0.11,0.08,0.03,0.0,3724.0,0.2,{2}{G},"Vigilance{5}{G},{T}: Draw a card. This ability costs{1}less to activate for each +1/+1 counter on creatures you control.",3/2,https://scryfall.com/card/j21/558/deepwood-denizen
1349,2.0,Primal Druid,C,Creature,0.35,0.07,0.11,0.16,0.03,0.0,3723.0,0.2,{1}{G},"When Primal Druid dies, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",0/3,https://scryfall.com/card/emn/167/primal-druid
1350,4.0,First Responder,R,Creature,0.49,0.18,0.26,0.1,,0.16,3719.0,0.2,{3}{G},"VigilanceAt the beginning of your end step, you may return another creature you control to its owner’s hand, then put a number of +1/+1 counters equal to that creature’s power on First Responder.",3/3,https://scryfall.com/card/ncc/60/first-responder
1351,3.0,Return from the Wilds,C,Sorcery,0.35,0.01,0.11,0.12,0.02,0.03,3716.0,0.2,{2}{G},"Choose two —• Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.• Create a 1/1 white Human creature token.• Create a Food token.(It’s an artifact with “{2},{T}, Sacrifice this artifact: You gain 3 life.”)",,https://scryfall.com/card/woe/181/return-from-the-wilds
1352,1.0,Tree Monkey,C,Creature,0.49,0.57,0.36,0.28,0.04,0.0,3714.0,0.2,{G},Reach(This creature can block creatures with flying.),1/1,https://scryfall.com/card/9ed/275/tree-monkey
1353,3.0,Shower of Arrows,C,Instant,0.35,0.04,0.11,0.09,0.03,0.22,3711.0,0.2,{2}{G},"Destroy target artifact, enchantment, or creature with flying. Scry 1.",,https://scryfall.com/card/ltr/188/shower-of-arrows
1354,2.0,Copper Longlegs,C,Creature,0.35,0.03,0.11,0.07,0.03,0.09,3709.0,0.2,{1}{G},"Reach{1}{G}, Sacrifice Copper Longlegs: Proliferate.(Choose any number of permanents and/or players, then give each another counter of each kind already there.)",1/3,https://scryfall.com/card/one/165/copper-longlegs
1355,2.0,Revive,C,Sorcery,0.35,0.04,0.11,0.04,0.03,0.0,3705.0,0.2,{1}{G},Return target green card from your graveyard to your hand.,,https://scryfall.com/card/mb1/1312/revive
